customer_id,signup_date,city,acquisition_channel
CUST00589,2024-01-04,Ahmedabad,Retail Store
CUST00590,2023-01-28,Kolkata,Mobile App
CUST00591,2025-04-07,Ahmedabad,Mobile App
CUST00592,2023-06-26,Ahmedabad,Website
CUST00593,2023-07-26,Bengaluru,Website
CUST00594,2025-02-14,Pune,Website
CUST00595,2023-11-27,Hyderabad,Mobile App
CUST00596,2025-05-05,Kochi,Mobile App
CUST00597,2024-11-12,Chennai,Website
CUST00598,2023-09-26,Kochi,Mobile App
CUST00599,2023-01-10,Ahmedabad,Mobile App
CUST00600,2025-07-10,Kolkata,Website
CUST00601,2023-03-25,Bengaluru,Retail Store
CUST00602,2024-11-30,Jaipur,Mobile App
CUST00603,2024-04-19,Delhi,Mobile App
CUST00604,2025-01-06,Delhi,Website
CUST00605,2024-11-02,Ahmedabad,Website
CUST00606,2024-09-19,Bengaluru,Website
CUST00607,2024-04-22,Chennai,Mobile App
CUST00608,2025-02-09,Chennai,Marketplace
CUST00609,2023-04-01,Ahmedabad,Website
CUST00610,2023-08-04,Bengaluru,Website
CUST00611,2024-11-03,Bengaluru,Mobile App
CUST00612,2023-10-25,Chennai,Retail Store
CUST00613,2024-07-19,Jaipur,Website
CUST00614,2024-04-05,Jaipur,Mobile App
CUST00615,2024-05-31,Bengaluru,Website
CUST00616,2024-02-18,Kolkata,Retail Store
CUST00617,2024-12-26,Mumbai,Marketplace
CUST00618,2023-11-18,Kochi,Website
CUST00619,2024-11-14,Bengaluru,Mobile App
CUST00620,2023-09-21,Delhi,Website
CUST00621,2023-09-02,Ahmedabad,Website
CUST00622,2023-04-28,Bengaluru,Website
CUST00623,2023-07-07,Jaipur,Website
CUST00624,2023-04-27,Hyderabad,Mobile App
CUST00625,2024-06-04,Kolkata,Retail Store
CUST00626,2025-01-10,Kochi,Mobile App
CUST00627,2023-06-29,Jaipur,Website
CUST00628,2023-07-30,Hyderabad,Website
CUST00629,2024-04-15,Hyderabad,Mobile App
CUST00630,2024-12-05,Hyderabad,Marketplace
CUST00631,2025-08-07,Chennai,Website
CUST00632,2024-05-24,Pune,Mobile App
CUST00633,2023-10-03,Kolkata,Website
CUST00634,2023-04-08,Mumbai,Website
CUST00635,2023-07-08,Jaipur,Website
CUST00636,2023-08-10,Kolkata,Mobile App
CUST00637,2023-06-24,Pune,Website
CUST00638,2023-01-14,Chennai,Retail Store
CUST00639,2024-06-03,Kochi,Mobile App
CUST00640,2023-09-24,Mumbai,Website
CUST00641,2025-08-05,Kochi,Website
CUST00642,2024-06-21,Bengaluru,Website
CUST00643,2024-11-08,Kolkata,Mobile App
CUST00644,2023-05-03,Ahmedabad,Website
CUST00645,2025-04-24,Delhi,Retail Store
CUST00646,2024-04-22,Bengaluru,Website
CUST00647,2025-04-28,Bengaluru,Website
CUST00648,2024-07-11,Kochi,Mobile App
CUST00649,2024-04-01,Hyderabad,Website
CUST00650,2024-03-04,Kolkata,Marketplace
CUST00651,2023-06-29,Mumbai,Website
CUST00652,2023-02-19,Hyderabad,Marketplace
CUST00653,2025-07-03,Pune,Retail Store
CUST00654,2024-04-09,Hyderabad,Website
CUST00655,2025-03-10,Mumbai,Mobile App
CUST00656,2024-01-25,Kolkata,Website
CUST00657,2023-03-14,Kolkata,Mobile App
CUST00658,2024-09-03,Delhi,Mobile App
CUST00659,2023-02-22,Chennai,Website
CUST00660,2023-05-26,Mumbai,Mobile App
CUST00661,2024-07-01,Ahmedabad,Marketplace
CUST00662,2023-10-23,Chennai,Mobile App
CUST00663,2025-08-24,Kochi,Website
CUST00664,2023-04-26,Kolkata,Website
CUST00665,2025-01-13,Kolkata,Website
CUST00666,2024-08-12,Chennai,Website
CUST00667,2025-02-07,Kochi,Mobile App
CUST00668,2023-08-08,Chennai,Website
CUST00669,2024-05-22,Bengaluru,Website
CUST00670,2024-03-13,Kochi,Website
CUST00671,2024-03-06,Bengaluru,Website
CUST00672,2025-04-16,Hyderabad,Mobile App
CUST00673,2025-08-20,Delhi,Website
CUST00674,2023-10-24,Pune,Website
CUST00675,2024-08-26,Bengaluru,Mobile App
CUST00676,2024-08-15,Delhi,Marketplace
CUST00677,2024-12-20,Chennai,Website
CUST00678,2025-07-10,Pune,Website
CUST00679,2023-07-21,Pune,Website
CUST00680,2023-07-25,Pune,Mobile App
CUST00681,2024-10-03,Bengaluru,Website
CUST00682,2023-06-02,Ahmedabad,Mobile App
CUST00683,2023-06-18,Kochi,Retail Store
CUST00684,2023-03-14,Ahmedabad,Mobile App
CUST00685,2023-01-03,Kochi,Mobile App
CUST00686,2024-03-13,Kochi,Website
CUST00687,2024-07-31,Chennai,Website
CUST00688,2023-10-11,Bengaluru,Mobile App
CUST00689,2023-08-13,Hyderabad,Retail Store
CUST00690,2024-11-18,Kochi,Website
CUST00691,2024-11-14,Jaipur,Website
CUST00692,2024-03-17,Ahmedabad,Mobile App
CUST00693,2024-10-30,Mumbai,Website
CUST00694,2025-06-17,Hyderabad,Website
CUST00695,2025-02-04,Bengaluru,Mobile App
CUST00696,2024-08-30,Jaipur,Website
CUST00697,2024-10-04,Kochi,Mobile App
CUST00698,2025-06-26,Mumbai,Mobile App
CUST00699,2024-02-18,Kochi,Mobile App
CUST00700,2024-06-13,Chennai,Mobile App
CUST00701,2024-09-21,Jaipur,Website
CUST00702,2025-06-01,Mumbai,Mobile App
CUST00703,2025-03-14,Chennai,Marketplace
CUST00704,2023-03-11,Bengaluru,Mobile App
CUST00705,2023-06-11,Pune,Website
CUST00706,2023-10-26,Ahmedabad,Marketplace
CUST00707,2024-12-28,Jaipur,Mobile App
CUST00708,2024-07-07,Pune,Website
CUST00709,2023-10-08,Hyderabad,Website
CUST00710,2023-05-01,Chennai,Mobile App
CUST00711,2024-10-31,Mumbai,Retail Store
CUST00712,2024-11-11,Chennai,Website
CUST00713,2025-07-05,Bengaluru,Mobile App
CUST00714,2024-05-01,Kolkata,Website
CUST00715,2024-04-24,Kochi,Retail Store
CUST00716,2023-03-20,Chennai,Website
CUST00717,2023-02-08,Pune,Marketplace
CUST00718,2024-02-24,Hyderabad,Marketplace
CUST00719,2023-11-10,Kolkata,Website
CUST00720,2023-09-01,Bengaluru,Website
CUST00721,2023-03-30,Kolkata,Mobile App
CUST00722,2025-07-23,Chennai,Retail Store
CUST00723,2025-03-23,Jaipur,Website
CUST00724,2024-07-13,Kolkata,Mobile App
CUST00725,2025-07-13,Mumbai,Website
CUST00726,2025-08-29,Pune,Marketplace
CUST00727,2024-10-15,Chennai,Marketplace
CUST00728,2023-09-19,Ahmedabad,Website
CUST00729,2023-02-09,Pune,Website
CUST00730,2025-01-05,Hyderabad,Retail Store
CUST00731,2024-04-02,Bengaluru,Mobile App
CUST00732,2024-09-25,Jaipur,Retail Store
CUST00733,2025-06-09,Jaipur,Website
CUST00734,2023-06-26,Chennai,Retail Store
CUST00735,2024-07-22,Kochi,Website
CUST00736,2024-09-09,Kolkata,Website
CUST00737,2024-04-22,Pune,Retail Store
CUST00738,2023-03-30,Kochi,Retail Store
CUST00739,2023-12-05,Pune,Mobile App
CUST00740,2023-11-20,Mumbai,Website
CUST00741,2024-10-13,Delhi,Marketplace
CUST00742,2025-04-13,Kochi,Website
CUST00743,2023-11-17,Ahmedabad,Website
CUST00744,2024-11-05,Delhi,Website
CUST00745,2023-10-08,Ahmedabad,Marketplace
CUST00746,2025-07-07,Delhi,Website
CUST00747,2025-03-01,Kochi,Marketplace
CUST00748,2024-06-18,Ahmedabad,Retail Store
CUST00749,2024-03-18,Kolkata,Mobile App
CUST00750,2023-11-02,Kolkata,Marketplace
CUST00751,2023-11-11,Delhi,Retail Store
CUST00752,2025-08-01,Pune,Retail Store
CUST00753,2024-01-28,Mumbai,Mobile App
CUST00754,2024-05-15,Chennai,Mobile App
CUST00755,2025-08-18,Bengaluru,Mobile App
CUST00756,2024-10-01,Jaipur,Retail Store
CUST00757,2024-06-11,Hyderabad,Website
CUST00758,2024-02-06,Pune,Website
CUST00759,2023-07-02,Jaipur,Website
CUST00760,2023-12-18,Kolkata,Website
CUST00761,2025-01-05,Delhi,Retail Store
CUST00762,2024-08-30,Chennai,Marketplace
CUST00763,2025-01-08,Kolkata,Website
CUST00764,2023-07-17,Jaipur,Website
CUST00765,2024-06-17,Kolkata,Marketplace
CUST00766,2025-06-20,Chennai,Website
CUST00767,2024-03-01,Chennai,Marketplace
CUST00768,2024-11-09,Chennai,Retail Store
CUST00769,2023-04-29,Pune,Website
CUST00770,2025-08-03,Ahmedabad,Mobile App
CUST00771,2024-08-14,Pune,Retail Store
CUST00772,2023-08-21,Ahmedabad,Mobile App
CUST00773,2023-06-03,Mumbai,Marketplace
CUST00774,2024-06-19,Mumbai,Website
CUST00775,2024-06-20,Pune,Mobile App
CUST00776,2023-04-01,Kochi,Mobile App
CUST00777,2025-08-22,Bengaluru,Retail Store
CUST00778,2025-06-06,Delhi,Website
CUST00779,2024-03-24,Mumbai,Website
CUST00780,2023-04-25,Kochi,Mobile App
CUST00781,2025-03-19,Bengaluru,Retail Store
CUST00782,2024-04-29,Ahmedabad,Mobile App
CUST00783,2024-11-27,Mumbai,Mobile App
CUST00784,2024-05-09,Kochi,Website
CUST00785,2023-09-23,Pune,Website
CUST00786,2025-03-22,Mumbai,Mobile App
CUST00787,2025-08-10,Delhi,Mobile App
CUST00788,2023-08-25,Pune,Mobile App
CUST00789,2024-06-19,Bengaluru,Mobile App
CUST00790,2024-01-08,Chennai,Website
CUST00791,2025-06-15,Jaipur,Mobile App
CUST00792,2024-05-09,Jaipur,Mobile App
CUST00793,2025-05-04,Kolkata,Retail Store
CUST00794,2025-04-19,Mumbai,Mobile App
CUST00795,2023-09-26,Chennai,Website
CUST00796,2025-02-06,Mumbai,Website
CUST00797,2024-02-08,Bengaluru,Website
CUST00798,2025-06-27,Bengaluru,Retail Store
CUST00799,2024-05-08,Chennai,Website
CUST00800,2025-03-08,Chennai,Mobile App
CUST00801,2023-10-02,Pune,Retail Store
CUST00802,2023-10-18,Ahmedabad,Marketplace
CUST00803,2024-07-24,Ahmedabad,Mobile App
CUST00804,2025-08-28,Pune,Website
CUST00805,2024-04-20,Ahmedabad,Website
CUST00806,2023-05-25,Delhi,Website
CUST00807,2024-06-07,Delhi,Retail Store
CUST00808,2023-12-02,Chennai,Marketplace
CUST00809,2024-06-20,Jaipur,Website
CUST00810,2024-06-12,Jaipur,Mobile App
CUST00811,2024-03-18,Mumbai,Retail Store
CUST00812,2023-11-09,Delhi,Website
CUST00813,2023-07-03,Mumbai,Retail Store
CUST00814,2024-11-08,Chennai,Website
CUST00815,2024-07-09,Chennai,Mobile App
CUST00816,2023-08-16,Kolkata,Mobile App
CUST00817,2025-01-23,Kolkata,Website
CUST00818,2023-02-12,Pune,Mobile App
CUST00819,2024-12-24,Ahmedabad,Website
CUST00820,2024-11-16,Jaipur,Website
CUST00821,2025-02-27,Bengaluru,Mobile App
CUST00822,2024-01-11,Bengaluru,Mobile App
CUST00823,2024-10-07,Pune,Mobile App
CUST00824,2025-03-08,Chennai,Website
CUST00825,2025-08-11,Chennai,Mobile App
CUST00826,2024-04-26,Hyderabad,Mobile App
CUST00827,2023-02-05,Kolkata,Website
CUST00828,2024-05-03,Ahmedabad,Website
CUST00829,2024-07-27,Mumbai,Mobile App
CUST00830,2025-04-25,Chennai,Mobile App
CUST00831,2025-04-29,Kolkata,Website
CUST00832,2024-03-03,Mumbai,Website
CUST00833,2024-05-26,Kolkata,Website
CUST00834,2024-03-20,Pune,Marketplace
CUST00835,2024-12-03,Pune,Retail Store
CUST00836,2024-02-03,Ahmedabad,Website
CUST00837,2024-09-28,Bengaluru,Website
CUST00838,2023-05-31,Chennai,Website
CUST00839,2024-04-01,Kochi,Website
CUST00840,2025-07-31,Pune,Mobile App
CUST00841,2023-11-26,Chennai,Website
CUST00842,2024-11-04,Bengaluru,Mobile App
CUST00843,2024-09-23,Jaipur,Website
CUST00844,2025-04-07,Chennai,Mobile App
CUST00845,2025-04-08,Delhi,Marketplace
CUST00846,2025-04-15,Mumbai,Mobile App
CUST00847,2024-01-05,Ahmedabad,Mobile App
CUST00848,2023-11-04,Jaipur,Website
CUST00849,2024-11-29,Hyderabad,Mobile App
CUST00850,2025-01-08,Delhi,Marketplace
CUST00851,2025-04-27,Hyderabad,Mobile App
CUST00852,2023-02-04,Ahmedabad,Website
CUST00853,2023-03-08,Pune,Retail Store
CUST00854,2024-09-05,Ahmedabad,Website
CUST00855,2025-06-14,Ahmedabad,Marketplace
CUST00856,2025-08-27,Chennai,Mobile App
CUST00857,2024-12-26,Bengaluru,Mobile App
CUST00858,2024-02-26,Hyderabad,Retail Store
CUST00859,2023-04-06,Pune,Mobile App
CUST00860,2024-09-08,Pune,Retail Store
CUST00861,2025-04-28,Jaipur,Website
CUST00862,2024-03-07,Delhi,Retail Store
CUST00863,2024-11-05,Delhi,Retail Store
CUST00864,2025-05-28,Mumbai,Website
CUST00865,2023-02-14,Kochi,Website
CUST00866,2025-02-12,Jaipur,Website
CUST00867,2023-10-13,Bengaluru,Website
CUST00868,2023-12-31,Kolkata,Marketplace
CUST00869,2023-05-22,Ahmedabad,Mobile App
CUST00870,2024-05-31,Kolkata,Retail Store
CUST00871,2024-07-04,Bengaluru,Website
CUST00872,2025-02-09,Chennai,Mobile App
CUST00873,2023-06-15,Ahmedabad,Mobile App
CUST00874,2023-03-18,Jaipur,Website
CUST00875,2025-04-26,Jaipur,Mobile App
CUST00876,2024-08-25,Pune,Retail Store
CUST00877,2023-08-23,Pune,Mobile App
CUST00878,2025-06-06,Mumbai,Retail Store
CUST00879,2023-05-20,Jaipur,Website
CUST00880,2024-03-24,Pune,Website
CUST00881,2023-09-04,Delhi,Website
CUST00882,2023-09-06,Jaipur,Retail Store
CUST00883,2023-01-10,Bengaluru,Website
CUST00884,2025-02-21,Jaipur,Website
CUST00885,2025-05-25,Hyderabad,Mobile App
CUST00886,2024-10-20,Bengaluru,Mobile App
CUST00887,2023-06-03,Pune,Mobile App
CUST00888,2024-03-05,Kochi,Website
CUST00889,2023-12-02,Kochi,Mobile App
CUST00890,2024-07-25,Kochi,Website
CUST00891,2024-09-13,Kochi,Website
CUST00892,2024-02-17,Mumbai,Website
CUST00893,2023-09-01,Kochi,Website
CUST00894,2025-04-01,Delhi,Retail Store
CUST00895,2023-07-13,Kolkata,Mobile App
CUST00896,2024-01-09,Mumbai,Mobile App
CUST00897,2024-04-14,Jaipur,Website
CUST00898,2023-08-19,Hyderabad,Mobile App
CUST00899,2024-07-09,Kolkata,Website
CUST00900,2024-07-12,Bengaluru,Mobile App
CUST00901,2025-08-22,Pune,Mobile App
CUST00902,2023-10-14,Ahmedabad,Mobile App
CUST00903,2025-08-08,Chennai,Mobile App
CUST00904,2024-10-01,Chennai,Retail Store
CUST00905,2023-09-24,Chennai,Mobile App
CUST00906,2024-07-04,Chennai,Marketplace
CUST00907,2024-10-28,Pune,Retail Store
CUST00908,2024-12-24,Jaipur,Mobile App
CUST00909,2023-02-17,Chennai,Website
CUST00910,2024-08-12,Bengaluru,Website
CUST00911,2024-04-27,Delhi,Website
CUST00912,2025-05-28,Mumbai,Website
CUST00913,2023-10-06,Kolkata,Retail Store
CUST00914,2025-02-15,Kolkata,Website
CUST00915,2024-08-13,Pune,Retail Store
CUST00916,2023-12-09,Kochi,Mobile App
CUST00917,2024-09-10,Delhi,Retail Store
CUST00918,2024-08-26,Ahmedabad,Marketplace
CUST00919,2024-10-20,Ahmedabad,Mobile App
CUST00920,2024-12-01,Hyderabad,Mobile App
CUST00921,2024-10-02,Bengaluru,Marketplace
CUST00922,2025-03-25,Jaipur,Mobile App
CUST00923,2024-09-02,Delhi,Website
CUST00924,2025-05-28,Chennai,Website
CUST00925,2024-09-20,Hyderabad,Mobile App
CUST00926,2023-10-28,Ahmedabad,Website
CUST00927,2024-03-04,Mumbai,Retail Store
CUST00928,2024-07-17,Kolkata,Website
CUST00929,2024-12-12,Hyderabad,Mobile App
CUST00930,2023-03-29,Kolkata,Website
CUST00931,2023-10-14,Kolkata,Website
CUST00932,2024-12-27,Jaipur,Website
CUST00933,2023-06-20,Jaipur,Website
CUST00934,2023-05-09,Kolkata,Mobile App
CUST00935,2024-06-08,Jaipur,Website
CUST00936,2025-08-02,Kochi,Mobile App
CUST00937,2024-05-30,Bengaluru,Website
CUST00938,2025-06-06,Bengaluru,Website
CUST00939,2025-03-18,Chennai,Mobile App
CUST00940,2023-09-07,Chennai,Retail Store
CUST00941,2025-03-12,Delhi,Mobile App
CUST00942,2024-04-13,Kolkata,Mobile App
CUST00943,2025-02-22,Mumbai,Website
CUST00944,2024-12-26,Chennai,Retail Store
CUST00945,2023-11-26,Jaipur,Mobile App
CUST00946,2023-04-22,Kochi,Retail Store
CUST00947,2025-07-24,Pune,Website
CUST00948,2023-05-17,Kochi,Website
CUST00949,2025-07-28,Kolkata,Marketplace
CUST00950,2025-04-16,Hyderabad,Mobile App
CUST00951,2024-12-04,Jaipur,Retail Store
CUST00952,2025-08-10,Jaipur,Mobile App
CUST00953,2025-07-29,Kochi,Website
CUST00954,2025-02-21,Mumbai,Website
CUST00955,2023-12-22,Bengaluru,Marketplace
CUST00956,2025-02-07,Kochi,Website
CUST00957,2023-01-14,Mumbai,Mobile App
CUST00958,2024-06-05,Hyderabad,Marketplace
CUST00959,2024-03-18,Kochi,Mobile App
CUST00960,2024-10-15,Mumbai,Mobile App
CUST00961,2024-10-15,Pune,Mobile App
CUST00962,2024-07-22,Kochi,Retail Store
CUST00963,2025-03-10,Kolkata,Website
CUST00964,2025-07-02,Delhi,Website
CUST00965,2023-04-16,Bengaluru,Website
CUST00966,2023-08-16,Ahmedabad,Website
CUST00967,2023-01-25,Pune,Website
CUST00968,2025-05-09,Delhi,Website
CUST00969,2024-06-29,Kochi,Marketplace
CUST00970,2025-06-08,Mumbai,Mobile App
CUST00971,2023-08-04,Jaipur,Website
CUST00972,2023-03-03,Chennai,Marketplace
CUST00973,2025-03-11,Ahmedabad,Mobile App
CUST00974,2025-06-02,Chennai,Marketplace
CUST00975,2023-10-21,Ahmedabad,Marketplace
CUST00976,2024-02-01,Chennai,Mobile App
CUST00977,2023-05-16,Hyderabad,Mobile App
CUST00978,2025-07-08,Delhi,Marketplace
CUST00979,2023-10-23,Hyderabad,Mobile App
CUST00980,2024-04-23,Delhi,Marketplace
CUST00981,2023-04-05,Hyderabad,Retail Store
CUST00982,2025-05-12,Delhi,Mobile App
CUST00983,2023-05-12,Ahmedabad,Website
CUST00984,2024-03-16,Chennai,Mobile App
CUST00985,2024-10-13,Hyderabad,Website
CUST00986,2024-12-23,Kochi,Mobile App
CUST00987,2025-07-08,Kolkata,Retail Store
CUST00988,2024-02-12,Kolkata,Retail Store
CUST00989,2024-12-22,Pune,Website
CUST00990,2023-05-31,Hyderabad,Marketplace
CUST00991,2024-02-08,Bengaluru,Website
CUST00992,2023-04-07,Ahmedabad,Mobile App
CUST00993,2024-04-20,Ahmedabad,Website
CUST00994,2024-02-01,Jaipur,Website
CUST00995,2025-07-13,Jaipur,Mobile App
CUST00996,2023-02-01,Pune,Website
CUST00997,2023-12-27,Kochi,Website
CUST00998,2024-03-06,Mumbai,Mobile App
CUST00999,2025-07-12,Jaipur,Website
CUST01000,2025-04-11,Delhi,Website
CUST01001,2023-04-07,Kolkata,Website
CUST01002,2024-10-28,Ahmedabad,Website
CUST01003,2024-06-13,Pune,Website
CUST01004,2025-08-08,Jaipur,Marketplace
CUST01005,2023-12-15,Pune,Website
CUST01006,2024-01-22,Ahmedabad,Mobile App
CUST01007,2023-07-04,Delhi,Retail Store
CUST01008,2023-04-29,Hyderabad,Website
CUST01009,2025-04-04,Mumbai,Marketplace
CUST01010,2024-03-17,Bengaluru,Mobile App
CUST01011,2024-10-06,Delhi,Mobile App
CUST01012,2024-09-15,Mumbai,Marketplace
CUST01013,2024-08-03,Pune,Website
CUST01014,2023-01-21,Pune,Marketplace
CUST01015,2025-02-03,Mumbai,Marketplace
CUST01016,2023-08-25,Kolkata,Retail Store
CUST01017,2023-05-03,Pune,Marketplace
CUST01018,2024-07-02,Hyderabad,Retail Store
CUST01019,2023-03-08,Mumbai,Website
CUST01020,2025-01-13,Kochi,Website
CUST01021,2023-07-21,Chennai,Website
CUST01022,2023-07-29,Jaipur,Mobile App
CUST01023,2025-04-25,Pune,Retail Store
CUST01024,2023-11-16,Ahmedabad,Website
CUST01025,2023-05-24,Bengaluru,Website
CUST01026,2025-05-25,Ahmedabad,Mobile App
CUST01027,2023-01-03,Pune,Website
CUST01028,2025-04-14,Chennai,Retail Store
CUST01029,2023-05-21,Kochi,Mobile App
CUST01030,2023-05-07,Delhi,Website
CUST01031,2023-09-01,Kolkata,Retail Store
CUST01032,2023-06-19,Jaipur,Website
CUST01033,2024-10-04,Kolkata,Mobile App
CUST01034,2023-01-26,Pune,Marketplace
CUST01035,2023-01-15,Ahmedabad,Website
CUST01036,2025-02-06,Delhi,Website
CUST01037,2023-08-20,Kolkata,Website
CUST01038,2023-11-11,Hyderabad,Marketplace
CUST01039,2023-06-19,Hyderabad,Mobile App
CUST01040,2023-02-20,Kochi,Website
CUST01041,2024-12-21,Chennai,Mobile App
CUST01042,2024-05-26,Mumbai,Mobile App
CUST01043,2024-12-25,Ahmedabad,Website
CUST01044,2024-04-07,Kolkata,Mobile App
CUST01045,2025-01-26,Hyderabad,Mobile App
CUST01046,2024-05-13,Hyderabad,Website
CUST01047,2023-04-17,Delhi,Website
CUST01048,2024-05-04,Pune,Mobile App
CUST01049,2025-07-07,Ahmedabad,Mobile App
CUST01050,2023-02-12,Kochi,Website
CUST01051,2025-01-31,Jaipur,Marketplace
CUST01052,2025-04-22,Jaipur,Retail Store
CUST01053,2024-05-21,Delhi,Retail Store
CUST01054,2024-03-21,Kochi,Retail Store
CUST01055,2025-07-26,Bengaluru,Mobile App
CUST01056,2023-03-01,Jaipur,Mobile App
CUST01057,2024-04-10,Bengaluru,Marketplace
CUST01058,2024-01-26,Bengaluru,Website
CUST01059,2024-10-28,Jaipur,Marketplace
CUST01060,2024-04-21,Delhi,Mobile App
CUST01061,2025-06-03,Pune,Website
CUST01062,2023-03-13,Jaipur,Mobile App
CUST01063,2023-03-20,Delhi,Mobile App
CUST01064,2024-08-14,Ahmedabad,Website
CUST01065,2023-03-05,Jaipur,Mobile App
CUST01066,2023-09-25,Mumbai,Mobile App
CUST01067,2024-09-07,Jaipur,Website
CUST01068,2024-06-17,Kochi,Website
CUST01069,2023-11-13,Ahmedabad,Mobile App
CUST01070,2025-08-24,Hyderabad,Mobile App
CUST01071,2024-05-30,Kolkata,Website
CUST01072,2024-03-17,Mumbai,Mobile App
CUST01073,2024-08-11,Kochi,Website
CUST01074,2023-04-07,Kolkata,Website
CUST01075,2024-11-13,Bengaluru,Mobile App
CUST01076,2025-04-08,Mumbai,Marketplace
CUST01077,2024-09-24,Bengaluru,Marketplace
CUST01078,2025-01-17,Ahmedabad,Website
CUST01079,2024-12-01,Kolkata,Website
CUST01080,2023-07-29,Pune,Retail Store
CUST01081,2024-03-14,Kolkata,Website
CUST01082,2023-08-11,Kolkata,Mobile App
CUST01083,2023-11-26,Kolkata,Website
CUST01084,2024-03-16,Jaipur,Website
CUST01085,2024-02-09,Chennai,Website
CUST01086,2023-04-03,Jaipur,Website
CUST01087,2024-02-19,Pune,Mobile App
CUST01088,2024-10-08,Delhi,Retail Store
CUST01089,2023-12-30,Mumbai,Marketplace
CUST01090,2023-05-29,Ahmedabad,Mobile App
CUST01091,2025-06-16,Jaipur,Mobile App
CUST01092,2023-03-07,Kolkata,Retail Store
CUST01093,2025-03-19,Delhi,Mobile App
CUST01094,2023-04-01,Pune,Website
CUST01095,2023-04-04,Bengaluru,Website
CUST01096,2024-12-19,Kolkata,Mobile App
CUST01097,2025-02-28,Mumbai,Website
CUST01098,2024-06-24,Bengaluru,Website
CUST01099,2024-07-24,Mumbai,Mobile App
CUST01100,2024-06-29,Mumbai,Website
CUST01101,2023-11-17,Mumbai,Website
CUST01102,2023-04-29,Delhi,Mobile App
CUST01103,2023-12-10,Mumbai,Website
CUST01104,2024-10-08,Hyderabad,Website
CUST01105,2024-12-30,Kochi,Website
CUST01106,2025-04-23,Kochi,Retail Store
CUST01107,2024-12-01,Chennai,Website
CUST01108,2025-07-30,Pune,Marketplace
CUST01109,2024-08-06,Jaipur,Website
CUST01110,2023-12-08,Hyderabad,Website
CUST01111,2024-07-15,Jaipur,Marketplace
CUST01112,2023-07-26,Pune,Mobile App
CUST01113,2024-09-30,Kolkata,Mobile App
CUST01114,2023-08-06,Mumbai,Marketplace
CUST01115,2023-04-16,Kolkata,Retail Store
CUST01116,2025-04-01,Chennai,Mobile App
CUST01117,2023-12-24,Kolkata,Website
CUST01118,2025-01-11,Kolkata,Website
CUST01119,2024-07-12,Jaipur,Mobile App
CUST01120,2025-02-23,Delhi,Website
CUST01121,2025-04-01,Pune,Retail Store
CUST01122,2025-08-05,Mumbai,Mobile App
CUST01123,2025-03-06,Kolkata,Mobile App
CUST01124,2024-08-19,Pune,Website
CUST01125,2024-09-16,Hyderabad,Website
CUST01126,2023-01-26,Bengaluru,Marketplace
CUST01127,2025-06-22,Chennai,Website
CUST01128,2025-03-17,Delhi,Website
CUST01129,2023-09-17,Kolkata,Mobile App
CUST01130,2023-06-25,Kochi,Website
CUST01131,2024-11-14,Bengaluru,Website
CUST01132,2023-10-28,Kochi,Mobile App
CUST01133,2023-11-27,Jaipur,Website
CUST01134,2023-01-06,Delhi,Retail Store
CUST01135,2025-04-25,Chennai,Website
CUST01136,2024-07-04,Mumbai,Website
CUST01137,2024-01-25,Delhi,Marketplace
CUST01138,2023-05-18,Bengaluru,Mobile App
CUST01139,2024-09-07,Ahmedabad,Marketplace
CUST01140,2023-01-30,Kochi,Mobile App
CUST01141,2024-12-26,Kolkata,Marketplace
CUST01142,2023-07-29,Jaipur,Website
CUST01143,2024-02-13,Hyderabad,Website
CUST01144,2023-11-28,Jaipur,Mobile App
CUST01145,2023-12-26,Hyderabad,Website
CUST01146,2024-12-02,Jaipur,Retail Store
CUST01147,2025-01-25,Ahmedabad,Website
CUST01148,2024-07-05,Ahmedabad,Retail Store
CUST01149,2023-03-24,Chennai,Marketplace
CUST01150,2023-02-21,Chennai,Website
CUST01151,2023-06-03,Mumbai,Mobile App
CUST01152,2024-08-23,Delhi,Mobile App
CUST01153,2024-10-17,Mumbai,Website
CUST01154,2023-09-22,Kochi,Mobile App
CUST01155,2024-10-05,Kolkata,Website
CUST01156,2024-04-17,Delhi,Website
CUST01157,2024-03-05,Kolkata,Mobile App
CUST01158,2023-09-23,Delhi,Mobile App
CUST01159,2025-01-03,Chennai,Website
CUST01160,2023-04-21,Ahmedabad,Marketplace
CUST01161,2024-02-22,Ahmedabad,Mobile App
CUST01162,2023-10-03,Chennai,Website
CUST01163,2024-10-21,Jaipur,Mobile App
CUST01164,2024-04-18,Jaipur,Marketplace
CUST01165,2024-10-10,Mumbai,Mobile App
CUST01166,2023-02-14,Bengaluru,Marketplace
CUST01167,2024-01-20,Mumbai,Retail Store
CUST01168,2024-08-05,Kolkata,Website
CUST01169,2023-01-08,Delhi,Website
CUST01170,2023-10-20,Pune,Website
CUST01171,2023-07-25,Jaipur,Mobile App
CUST01172,2023-05-14,Mumbai,Mobile App
CUST01173,2023-09-06,Kochi,Marketplace
CUST01174,2023-11-15,Ahmedabad,Website
CUST01175,2023-01-08,Jaipur,Mobile App
CUST01176,2024-12-27,Mumbai,Website
CUST01177,2023-06-20,Hyderabad,Mobile App
CUST01178,2024-01-05,Hyderabad,Website
CUST01179,2024-11-14,Kolkata,Retail Store
CUST01180,2024-05-01,Pune,Website
