order_id,customer_id,order_date,product_name,category,quantity,unit_price_inr,discount_pct,channel,subscription_type,city
ORD101412,CUST00237,2025-07-08,French Press - 600ml,Equipment,1,1199,0.0,Website,One-time,New Delhi
ORD101411,CUST00237,2025-08-26,Manual Burr Grinder,Equipment,1,2499,15.0,Marketplace,Monthly,delhi
ORD101413,CUST00238,2025-01-29,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,jaipur
ORD101415,CUST00239,2024-08-26,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,20.0,Retail Store,Monthly,Jaipur
ORD101418,CUST00239,2024-11-25,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,One-time,jaipur
ORD101416,CUST00239,2025-03-17,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,Monthly,
ORD101416,CUST00239,2025-03-17,French Press - 600ml,Equipment,1,1199,0.0,Website,Monthly,Jaipur
ORD101419,CUST00239,2025-05-01,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Retail Store,Quarterly,Jaipur
ORD101420,CUST00239,2025-05-02,Pour-Over Dripper,Equipment,2,899,10.0,Retail Store,Bi-Weekly,jaipur
ORD101420,CUST00239,2025-05-02,Baba Budangiri Peaberry - 250g,Coffee Beans,2,499,10.0,Retail Store,Bi-Weekly,jaipur
ORD101414,CUST00239,2025-05-28,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,15.0,Mobile App,One-time,jaipur
ORD101417,CUST00239,2025-08-05,Explorer Subscription Box (5 origins),Subscription Box,2,1899,0.0,Website,Monthly,Jaipur
ORD101417,CUST00239,2025-08-05,Discovery Subscription Box (3 origins),Subscription Box,1,1299,15.0,Website,Monthly,Jaipur
ORD101421,CUST00240,2025-03-21,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Retail Store,Monthly,bengaluru
ORD101421,CUST00240,2025-03-21,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Retail Store,Monthly,bengaluru
ORD101423,CUST00241,2024-08-28,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,ahmedabad
ORD101423,CUST00241,2024-08-28,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,One-time,ahmedabad
ORD101423,CUST00241,2024-08-28,Chikmagalur Single Origin - 250g,Coffee Beans,2,529,0.0,Website,One-time,ahmedabad
ORD101423,CUST00241,2024-08-28,Attikan Estate AA - 250g,Coffee Beans,3,449,0.0,Website,One-time,ahmedabad
ORD101422,CUST00241,2024-09-12,French Press - 600ml,Equipment,1,1199,0.0,Retail Store,Monthly,Ahmedabad
ORD101422,CUST00241,2024-09-12,French Press - 600ml,Equipment,1,1199,0.0,Retail Store,Monthly,Ahmedabad
ORD101424,CUST00241,2025-05-29,Coorg Robusta Blend - 500g,Coffee Beans,1,599,20.0,Website,One-time,ahmedabad
ORD101424,CUST00241,2025-05-29,Kaapi Culture Mug,Merchandise,3,349,0.0,Website,One-time,ahmedabad
ORD101424,CUST00241,2025-05-29,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,10.0,Website,One-time,ahmedabad
ORD101426,CUST00242,2024-09-20,Manual Burr Grinder,Equipment,1,2499,0.0,Website,One-time,jaipur
ORD101426,CUST00242,2024-09-20,Manual Burr Grinder,Equipment,1,2499,0.0,Website,One-time,jaipur
ORD101426,CUST00242,2024-09-20,Explorer Subscription Box (5 origins),Subscription Box,1,1899,10.0,Website,One-time,jaipur
ORD101426,CUST00242,2024-09-20,Attikan Estate AA - 250g,Coffee Beans,3,449,0.0,Website,One-time,jaipur
ORD101425,CUST00242,2024-10-02,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Website,One-time,jaipur
ORD101427,CUST00242,2024-10-24,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Website,Monthly,jaipur
ORD101428,CUST00242,2025-01-05,Coorg Robusta Blend - 500g,Coffee Beans,1,599,15.0,Website,One-time,jaipur
ORD101431,CUST00243,2024-07-06,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,One-time,Ahmedabad
ORD101431,CUST00243,2024-07-06,Cold Brew Concentrate - 500ml,Ready to Drink,3,349,0.0,Mobile App,One-time,Ahmedabad
ORD101431,CUST00243,2024-07-06,Pour-Over Dripper,Equipment,1,899,0.0,Mobile App,One-time,Ahmedabad
ORD101433,CUST00243,2024-09-18,Coorg Robusta Blend - 500g,Coffee Beans,1,599,15.0,Mobile App,Monthly,Ahmedabad
ORD101440,CUST00243,2024-10-25,French Press - 600ml,Equipment,1,1199,0.0,Marketplace,Bi-Weekly,Ahmedabad
ORD101440,CUST00243,2024-10-25,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Marketplace,Bi-Weekly,Ahmedabad
ORD101435,CUST00243,2024-10-27,Kaapi Culture Mug,Merchandise,1,349,0.0,Retail Store,One-time,ahmedabad
ORD101438,CUST00243,2024-12-20,Manual Burr Grinder,Equipment,1,2499,0.0,Marketplace,Quarterly,ahmedabad
ORD101438,CUST00243,2024-12-20,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Marketplace,Quarterly,ahmedabad
ORD101438,CUST00243,2024-12-20,Pour-Over Dripper,Equipment,1,899,0.0,Marketplace,Quarterly,ahmedabad
ORD101439,CUST00243,2025-02-22,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,Monthly,ahmedabad
ORD101430,CUST00243,2025-03-18,Kaapi Culture Mug,Merchandise,2,349,0.0,Retail Store,One-time,ahmedabad
ORD101441,CUST00243,2025-03-19,Kaapi Culture Mug,Merchandise,1,349,15.0,Website,Monthly,Ahmedabad
ORD101434,CUST00243,2025-04-07,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,ahmedabad
ORD101432,CUST00243,2025-04-21,Kaapi Culture Mug,Merchandise,-1,349,0.0,Mobile App,One-time,ahmedabad
ORD101432,CUST00243,2025-04-21,Kaapi Culture Mug,Merchandise,1,349,0.0,Mobile App,One-time,ahmedabad
ORD101429,CUST00243,2025-05-01,Manual Burr Grinder,Equipment,1,2499,25.0,Retail Store,One-time,Ahmedabad
ORD101437,CUST00243,2025-05-27,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,25.0,Retail Store,Monthly,Ahmedabad
ORD101436,CUST00243,2025-08-08,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Retail Store,One-time,ahmedabad
ORD101451,CUST00244,2025-07-03,Reusable Cold Brew Bottle,Merchandise,1,599,15.0,Website,One-time,Jaipur
ORD101451,CUST00244,2025-07-03,Coorg Robusta Blend - 500g,Coffee Beans,3,599,0.0,Website,One-time,Jaipur
ORD101442,CUST00244,2025-07-05,Coorg Robusta Blend - 500g,Coffee Beans,1,599,25.0,Retail Store,One-time,jaipur
ORD101447,CUST00244,2025-07-07,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,25.0,Website,Bi-Weekly,Jaipur
ORD101448,CUST00244,2025-07-13,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Mobile App,One-time,Jaipur
ORD101444,CUST00244,2025-07-22,Explorer Subscription Box (5 origins),Subscription Box,2,1899,10.0,Website,Quarterly,Jaipur
ORD101445,CUST00244,2025-08-05,Baba Budangiri Peaberry - 250g,Coffee Beans,2,499,0.0,Website,One-time,jaipur
ORD101445,CUST00244,2025-08-05,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,One-time,jaipur
ORD101450,CUST00244,2025-08-10,Reusable Cold Brew Bottle,Merchandise,1,599,20.0,Website,Quarterly,Jaipur
ORD101443,CUST00244,2025-08-13,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,10.0,Mobile App,One-time,jaipur
ORD101443,CUST00244,2025-08-13,Explorer Subscription Box (5 origins),Subscription Box,1,1899,15.0,Mobile App,One-time,jaipur
ORD101446,CUST00244,2025-08-21,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Mobile App,One-time,Jaipur
ORD101446,CUST00244,2025-08-21,Pour-Over Dripper,Equipment,1,899,15.0,Mobile App,One-time,Jaipur
ORD101449,CUST00244,2025-08-29,Reusable Cold Brew Bottle,Merchandise,2,599,10.0,Marketplace,One-time,jaipur
ORD101449,CUST00244,2025-08-29,French Press - 600ml,Equipment,1,1199,0.0,Marketplace,One-time,jaipur
ORD101449,CUST00244,2025-08-29,French Press - 600ml,Equipment,1,1199,0.0,Marketplace,One-time,jaipur
ORD101456,CUST00245,2023-12-06,Filter Coffee Decoction - 200ml,Ready to Drink,2,149,0.0,Retail Store,Bi-Weekly,Jaipur
ORD101454,CUST00245,2024-05-20,Pour-Over Dripper,Equipment,1,899,0.0,Website,Bi-Weekly,jaipur
ORD101454,CUST00245,2024-05-20,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,25.0,Website,Bi-Weekly,jaipur
ORD101454,CUST00245,2024-05-20,Cold Brew Concentrate - 500ml,Ready to Drink,2,349,0.0,Website,Bi-Weekly,jaipur
ORD101454,CUST00245,2024-05-20,Pour-Over Dripper,Equipment,3,899,0.0,Website,Bi-Weekly,jaipur
ORD101452,CUST00245,2024-06-24,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Marketplace,Quarterly,Jaipur
ORD101455,CUST00245,2024-08-11,Kaapi Culture Mug,Merchandise,3,349,0.0,Mobile App,Bi-Weekly,jaipur
ORD101453,CUST00245,2025-04-24,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,jaipur
ORD101457,CUST00245,2025-05-29,Kaapi Culture Mug,Merchandise,1,349,0.0,Marketplace,One-time,jaipur
ORD101459,CUST00246,2025-01-28,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,Monthly,pune
ORD101462,CUST00246,2025-02-13,French Press - 600ml,Equipment,1,1199,0.0,Website,One-time,Pune
ORD101460,CUST00246,2025-06-24,Kaapi Culture Mug,Merchandise,1,349,0.0,,One-time,pune
ORD101463,CUST00246,2025-06-24,Pour-Over Dripper,Equipment,1,899,10.0,Mobile App,One-time,Pune 
ORD101461,CUST00246,2025-08-15,Cold Brew Concentrate - 500ml,Ready to Drink,2,349,10.0,Website,Monthly,Pune 
ORD101461,CUST00246,2025-08-15,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Website,Monthly,Pune 
ORD101461,CUST00246,2025-08-15,Coorg Robusta Blend - 500g,Coffee Beans,1,599,,Website,Monthly,Pune 
ORD101458,CUST00246,2025-08-20,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Retail Store,Monthly,Pune 
ORD101468,CUST00247,2023-08-29,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Mobile App,One-time,Ahmedabad
ORD101468,CUST00247,2023-08-29,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,One-time,Ahmedabad
ORD101469,CUST00247,2024-01-16,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Mobile App,Monthly,Ahmedabad
ORD101469,CUST00247,2024-01-16,French Press - 600ml,Equipment,1,1199,0.0,Mobile App,Monthly,Ahmedabad
ORD101475,CUST00247,2024-02-11,Explorer Subscription Box (5 origins),Subscription Box,1,1899,10.0,Retail Store,Bi-Weekly,Ahmedabad
ORD101471,CUST00247,2024-04-24,Pour-Over Dripper,Equipment,1,899,0.0,Retail Store,Monthly,ahmedabad
ORD101467,CUST00247,2024-07-11,Pour-Over Dripper,Equipment,1,899,0.0,Retail Store,Quarterly,Ahmedabad
ORD101466,CUST00247,2024-07-16,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Retail Store,Monthly,Ahmedabad
ORD101472,CUST00247,2024-08-08,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,Quarterly,Ahmedabad
ORD101477,CUST00247,2024-10-01,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Mobile App,One-time,ahmedabad
ORD101465,CUST00247,2024-12-01,Cold Brew Concentrate - 500ml,Ready to Drink,3,349,25.0,Website,Monthly,ahmedabad
ORD101464,CUST00247,2025-03-31,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,One-time,ahmedabad
ORD101464,CUST00247,2025-03-31,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,One-time,ahmedabad
ORD101474,CUST00247,2025-04-25,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,Quarterly,Ahmedabad
ORD101470,CUST00247,2025-05-30,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Website,Quarterly,Ahmedabad
ORD101476,CUST00247,2025-07-10,French Press - 600ml,Equipment,2,1199,15.0,Mobile App,Quarterly,ahmedabad
ORD101473,CUST00247,2025-08-07,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,One-time,Ahmedabad
ORD101495,CUST00248,2024-01-31,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,Monthly,delhi
ORD101496,CUST00248,2024-02-14,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Website,Quarterly,delhi
ORD101483,CUST00248,2024-03-08,Discovery Subscription Box (3 origins),Subscription Box,1,1299,15.0,Website,One-time,Delhi
ORD101482,CUST00248,2024-03-15,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Website,Bi-Weekly,New Delhi
ORD101497,CUST00248,2024-03-29,French Press - 600ml,Equipment,1,1199,20.0,Retail Store,Quarterly,Delhi
ORD101497,CUST00248,2024-03-29,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Retail Store,Quarterly,Delhi
ORD101478,CUST00248,2024-04-13,Kaapi Culture Mug,Merchandise,1,349,0.0,Retail Store,Monthly,delhi
ORD101478,CUST00248,2024-04-13,Coorg Robusta Blend - 500g,Coffee Beans,3,599,0.0,Retail Store,Monthly,delhi
ORD101490,CUST00248,2024-04-29,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Marketplace,One-time,New Delhi
ORD101502,CUST00248,2024-07-27,Pour-Over Dripper,Equipment,-1,899,0.0,Website,One-time,New Delhi
ORD101479,CUST00248,2024-08-17,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,Quarterly,delhi
ORD101484,CUST00248,2024-10-14,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,One-time,delhi
ORD101486,CUST00248,2024-10-14,Pour-Over Dripper,Equipment,1,899,0.0,Mobile App,Quarterly,delhi
ORD101481,CUST00248,2024-10-15,Discovery Subscription Box (3 origins),Subscription Box,2,1299,10.0,Retail Store,One-time,delhi
ORD101481,CUST00248,2024-10-15,Pour-Over Dripper,Equipment,2,899,,Retail Store,One-time,delhi
ORD101487,CUST00248,2024-11-22,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,25.0,Mobile App,One-time,Delhi
ORD101487,CUST00248,2024-11-22,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,One-time,Delhi
ORD101501,CUST00248,2024-11-23,Manual Burr Grinder,Equipment,3,2499,0.0,Mobile App,Quarterly,Delhi
ORD101501,CUST00248,2024-11-23,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Mobile App,Quarterly,Delhi
ORD101493,CUST00248,2024-12-02,Kaapi Culture Mug,Merchandise,3,349,0.0,Mobile App,One-time,Delhi
ORD101500,CUST00248,2025-01-04,Chikmagalur Single Origin - 250g,Coffee Beans,2,529,0.0,Website,Bi-Weekly,Delhi
ORD101500,CUST00248,2025-01-04,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Website,Bi-Weekly,Delhi
ORD101498,CUST00248,2025-02-09,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Marketplace,Monthly,Delhi
ORD101489,CUST00248,2025-02-15,Kaapi Culture Mug,Merchandise,1,349,0.0,Mobile App,Monthly,New Delhi
ORD101499,CUST00248,2025-02-26,Reusable Cold Brew Bottle,Merchandise,1,599,15.0,Mobile App,One-time,New Delhi
ORD101499,CUST00248,2025-02-26,Explorer Subscription Box (5 origins),Subscription Box,1,1899,15.0,Mobile App,One-time,New Delhi
ORD101492,CUST00248,2025-03-12,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Mobile App,Monthly,Delhi
ORD101492,CUST00248,2025-03-12,Explorer Subscription Box (5 origins),Subscription Box,3,1899,10.0,Mobile App,Monthly,Delhi
ORD101504,CUST00248,2025-03-21,Attikan Estate AA - 250g,Coffee Beans,2,449,0.0,Marketplace,Monthly,Delhi
ORD101491,CUST00248,2025-03-29,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Website,One-time,New Delhi
ORD101503,CUST00248,2025-05-28,Pour-Over Dripper,Equipment,1,899,0.0,Mobile App,One-time,Delhi
ORD101503,CUST00248,2025-05-28,Pour-Over Dripper,Equipment,1,899,0.0,Mobile App,One-time,
ORD101485,CUST00248,2025-06-02,Reusable Cold Brew Bottle,Merchandise,3,599,0.0,Website,Monthly,New Delhi
ORD101485,CUST00248,2025-06-02,French Press - 600ml,Equipment,1,1199,0.0,Website,Monthly,New Delhi
ORD101485,CUST00248,2025-06-02,Kaapi Culture Mug,Merchandise,1,349,10.0,Website,Monthly,New Delhi
ORD101485,CUST00248,2025-06-02,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,Monthly,New Delhi
ORD101488,CUST00248,2025-08-11,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,Monthly,New Delhi
ORD101488,CUST00248,2025-08-11,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,Monthly,New Delhi
ORD101488,CUST00248,2025-08-11,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,Monthly,New Delhi
ORD101494,CUST00248,2025-08-23,Baba Budangiri Peaberry - 250g,Coffee Beans,3,499,0.0,Mobile App,Quarterly,New Delhi
ORD101480,CUST00248,2025-08-26,Explorer Subscription Box (5 origins),Subscription Box,2,1899,0.0,Website,One-time,New Delhi
ORD101507,CUST00249,2025-01-18,Pour-Over Dripper,Equipment,1,899,0.0,Marketplace,One-time,hyderabad
ORD101506,CUST00249,2025-02-09,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Website,Quarterly,Hyderabad
ORD101506,CUST00249,2025-02-09,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Website,Quarterly,Hyderabad
ORD101506,CUST00249,2025-02-09,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,Quarterly,Hyderabad
ORD101510,CUST00249,2025-04-08,Baba Budangiri Peaberry - 250g,Coffee Beans,2,499,15.0,Website,One-time,Hyderabad
ORD101505,CUST00249,2025-05-01,Reusable Cold Brew Bottle,Merchandise,2,599,10.0,Website,Quarterly,Hyderabad
ORD101505,CUST00249,2025-05-01,Pour-Over Dripper,Equipment,2,899,0.0,Website,Quarterly,Hyderabad
ORD101509,CUST00249,2025-08-02,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,Monthly,Hyderabad
ORD101509,CUST00249,2025-08-02,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,Monthly,Hyderabad
ORD101509,CUST00249,2025-08-02,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Mobile App,Monthly,
ORD101509,CUST00249,2025-08-02,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Mobile App,Monthly,Hyderabad
ORD101508,CUST00249,2025-08-16,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Mobile App,One-time,Hyderabad
ORD101512,CUST00250,2024-03-05,Kaapi Culture Mug,Merchandise,1,349,0.0,Retail Store,Monthly,Jaipur
ORD101511,CUST00250,2024-03-13,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,Bi-Weekly,
ORD101511,CUST00250,2024-03-13,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,Bi-Weekly,jaipur
ORD101511,CUST00250,2024-03-13,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Website,Bi-Weekly,jaipur
ORD101511,CUST00250,2024-03-13,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,,Website,Bi-Weekly,jaipur
ORD101513,CUST00251,2024-12-21,Attikan Estate AA - 250g,Coffee Beans,-1,449,0.0,Mobile App,Monthly,New Delhi
ORD101513,CUST00251,2024-12-21,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,10.0,Mobile App,Monthly,New Delhi
ORD101514,CUST00252,2025-06-12,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Retail Store,One-time,Bangalore
ORD101514,CUST00252,2025-06-12,Explorer Subscription Box (5 origins),Subscription Box,1,1899,25.0,Retail Store,One-time,Bangalore
ORD101515,CUST00253,2023-03-12,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,Quarterly,New Delhi
ORD101517,CUST00253,2023-05-03,Pour-Over Dripper,Equipment,1,899,0.0,Marketplace,Monthly,New Delhi
ORD101516,CUST00253,2023-06-14,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,Quarterly,New Delhi
ORD101516,CUST00253,2023-06-14,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,Quarterly,New Delhi
ORD101521,CUST00253,2023-08-06,Coorg Robusta Blend - 500g,Coffee Beans,1,599,10.0,Website,Monthly,New Delhi
ORD101519,CUST00253,2023-10-06,Reusable Cold Brew Bottle,Merchandise,1,599,,Website,Monthly,delhi
ORD101528,CUST00253,2023-11-22,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Marketplace,One-time,Delhi
ORD101534,CUST00253,2023-11-25,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,One-time,New Delhi
ORD101534,CUST00253,2023-11-25,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Website,One-time,New Delhi
ORD101533,CUST00253,2023-12-12,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,Quarterly,New Delhi
ORD101538,CUST00253,2024-02-26,Explorer Subscription Box (5 origins),Subscription Box,2,1899,10.0,Marketplace,Monthly,delhi
ORD101527,CUST00253,2024-05-19,French Press - 600ml,Equipment,1,1199,0.0,Mobile App,Bi-Weekly,delhi
ORD101522,CUST00253,2024-06-02,French Press - 600ml,Equipment,1,1199,0.0,Marketplace,One-time,Delhi
ORD101522,CUST00253,2024-06-02,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Marketplace,One-time,Delhi
ORD101522,CUST00253,2024-06-02,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Marketplace,One-time,Delhi
ORD101532,CUST00253,2024-07-24,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Website,Bi-Weekly,New Delhi
ORD101518,CUST00253,2024-08-17,Pour-Over Dripper,Equipment,1,899,0.0,Retail Store,One-time,delhi
ORD101531,CUST00253,2024-09-01,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Website,Monthly,New Delhi
ORD101537,CUST00253,2024-10-10,Kaapi Culture Mug,Merchandise,1,349,0.0,Retail Store,Quarterly,New Delhi
ORD101536,CUST00253,2024-10-11,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,Bi-Weekly,New Delhi
ORD101536,CUST00253,2024-10-11,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Mobile App,Bi-Weekly,New Delhi
ORD101529,CUST00253,2024-11-07,Manual Burr Grinder,Equipment,1,2499,10.0,Mobile App,Monthly,delhi
ORD101524,CUST00253,2025-01-10,Pour-Over Dripper,Equipment,1,899,0.0,Website,One-time,Delhi
ORD101524,CUST00253,2025-01-10,Manual Burr Grinder,Equipment,1,2499,0.0,Website,One-time,Delhi
ORD101535,CUST00253,2025-02-14,Reusable Cold Brew Bottle,Merchandise,-1,599,0.0,Website,Monthly,delhi
ORD101535,CUST00253,2025-02-14,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,Monthly,delhi
ORD101535,CUST00253,2025-02-14,Explorer Subscription Box (5 origins),Subscription Box,1,1899,,Website,Monthly,delhi
ORD101530,CUST00253,2025-02-25,Discovery Subscription Box (3 origins),Subscription Box,1,1299,10.0,Website,One-time,Delhi
ORD101530,CUST00253,2025-02-25,Reusable Cold Brew Bottle,Merchandise,1,599,,Website,One-time,Delhi
ORD101530,CUST00253,2025-02-25,Coorg Robusta Blend - 500g,Coffee Beans,1,599,,Website,One-time,Delhi
ORD101520,CUST00253,2025-03-27,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Website,Quarterly,delhi
ORD101520,CUST00253,2025-03-27,French Press - 600ml,Equipment,1,1199,0.0,Website,Quarterly,delhi
ORD101520,CUST00253,2025-03-27,Manual Burr Grinder,Equipment,1,2499,0.0,Website,Quarterly,delhi
ORD101523,CUST00253,2025-05-26,Pour-Over Dripper,Equipment,1,899,25.0,,Quarterly,New Delhi
ORD101526,CUST00253,2025-06-10,Pour-Over Dripper,Equipment,1,899,0.0,Website,Bi-Weekly,Delhi
ORD101525,CUST00253,2025-07-06,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Website,Monthly,delhi
ORD101525,CUST00253,2025-07-06,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Website,Monthly,delhi
ORD101539,CUST00254,2024-06-14,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,10.0,Mobile App,Bi-Weekly,chennai
ORD101539,CUST00254,2024-06-14,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,15.0,Mobile App,Bi-Weekly,chennai
ORD101539,CUST00254,2024-06-14,Kaapi Culture Mug,Merchandise,2,349,0.0,Mobile App,Bi-Weekly,chennai
ORD101539,CUST00254,2024-06-14,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,Bi-Weekly,chennai
ORD101541,CUST00254,2025-04-10,Pour-Over Dripper,Equipment,3,899,15.0,Mobile App,One-time,chennai
ORD101541,CUST00254,2025-04-10,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,One-time,chennai
ORD101541,CUST00254,2025-04-10,French Press - 600ml,Equipment,1,1199,0.0,Mobile App,One-time,chennai
ORD101541,CUST00254,2025-04-10,Attikan Estate AA - 250g,Coffee Beans,2,449,,Mobile App,One-time,chennai
ORD101540,CUST00254,2025-06-24,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Retail Store,Monthly,Chennai
ORD101540,CUST00254,2025-06-24,Discovery Subscription Box (3 origins),Subscription Box,1,1299,15.0,Retail Store,Monthly,Chennai
ORD101542,CUST00254,2025-07-28,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Mobile App,One-time,Chennai
ORD101544,CUST00255,2025-08-28,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Website,Monthly,bengaluru
ORD101543,CUST00255,2025-08-29,Chikmagalur Single Origin - 250g,Coffee Beans,2,529,10.0,Website,Quarterly,Bengaluru
ORD101546,CUST00256,2025-08-27,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,10.0,Marketplace,Monthly,Delhi
ORD101546,CUST00256,2025-08-27,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Marketplace,Monthly,Delhi
ORD101548,CUST00256,2025-08-27,Chikmagalur Single Origin - 250g,Coffee Beans,2,529,0.0,Website,One-time,New Delhi
ORD101548,CUST00256,2025-08-27,Pour-Over Dripper,Equipment,1,899,0.0,Website,One-time,New Delhi
ORD101545,CUST00256,2025-08-28,Kaapi Culture Mug,Merchandise,1,349,0.0,Marketplace,One-time,
ORD101547,CUST00256,2025-08-29,Kaapi Culture Mug,Merchandise,-3,349,0.0,Marketplace,One-time,Delhi
